RootName,SBE_Utterance_Analysis,AAVE_Utterance_Analysis,AAVE_Utterance_BML,AAVE_Utterance_Phonetics,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,AAVEFeatures,Phono,Gesture_Empty,TaskIntro,Monologue,MonologueNumber,Gesture,args,aae_args,Feedback: test,AT: test,Social: test,Task Intro: test,Presentation Mode: test,Science Monologue: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test
CD110,I think if they aren't able to catch other animals,I think if they ain't able to catch other animal,I fink if they ain't able to catch other animal,I fink if dhey ain't able to catch ovher animal,CD110-s.wav,,CD110-v.wav,x,,,,,,,,CD110v,"start=""sp1:start"" end=""sp1:start+3.8""",,,,,,,,,,,
CD111,Some animals only eat plants,Some animal only eat plant,Some animal only eat plant,Some animal only eat plant,CD111-s.wav,,CD111-v.wav,x,,,,,,,,CD111v,"start=""sp1:start"" end=""sp1:start+2.5""/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2'",/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2',,,,,,,,,,
CD112,"Well, I think cats go out at night so they can hunt","Well, I think cats go out at night so they can hunt","Well, I think cats go out at night so they can hunt","Well, I fhink cats go out at night so they can hunt.",,,,SF,,,,,,,,CD112v,"start=""sp1:start"" end=""sp1:start+4.3""/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+3.5' end='sp1:start+4'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.5'",/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+3' end='sp1:start+3.6'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.1'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.1',,,,,,,,,,
CD113,"Like cats can use their whiskers to like, tell what's near them","Like cats can use their whisker to like, tell what's near them",Like cats can use their whisker to like tell what's near them,"Like cats can use dey whiskuh to like, tell wha'ss near them",,,,SF,,,,,,,,CD113v,"start=""sp1:start"" end=""sp1:start+5.6""/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+4.3' end='sp1:start+4.9'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+2' end='sp1:start+3.8'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+2' end='sp1:start+3.8'",/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+4' end='sp1:start+4.6'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+2' end='sp1:start+3.6'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+2' end='sp1:start+3.6',,,,,,,,,,
CD114,"The bunnies aren't even running away or anything, so they probly know he can't hurt them",The bunnies ain't even running away or nothing so they prolly know he can't hurt them,The bunnies ain't even running away or nothing so they prolly know he can't hurt them,The bunnies ain't even runnin' away or nuffin so dhey prolly know he can't hurt them,,,,,,,,,,,,CD114v,"start=""sp1:start"" end=""sp1:start+5.35""/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+0' end='sp1:start+.3'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+2.3' end='sp1:start+5.3'/><face type='FACS' au='45' amount='1' stroke='sp1:start+4.3' end='sp1:start+5'",/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+2.4' end='sp1:start+4.6'/><face type='FACS' au='45' amount='1' stroke='sp1:start+4' end='sp1:start+4.6',,,,,,,,,,
CD115,I think that makes it like safer from predators,I think that make it like safer from predators,I fink that make it like safer from predators,I fink that make it like safer from predators,,,,SF,,,,,,,,CD115v,"start=""sp1:start"" end=""sp1:start+3.5""",,,,,,,,,,,
CD116,"Well, I think monkeys sleep in trees ","Well, I think monkeys sleep in trees ",Well I think monkeys sleep in trees ,"Well, I fink monkeys sleep in trees ",,,,SF,,,,,,,,CD116v,"start=""sp1:start"" end=""sp1:start+3.2""/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+2.2' end='sp1:start+2.8'",/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+2.2' end='sp1:start+2.8',,,,,,,,,,
CD117,"I think the bunnies are going to be too fast for the creature, even if he was running.","I think the bunnies gon be too fast for the creature, even if he was running","I think the bunnies gon be too fast for the creature, even if he was running","I fink� dhe bunnies gon' be too fas' for dhe creature, even if he was running.",,,,SF,,,,,,,,CD117v,"start=""sp1:start"" end=""sp1:start+6.2""",,,,,,,,,,,
CD118,"Maybe he could even use them to like, mark where he's been, so he doesn't get lost or anything",Maybe he could even use them to like mark where he been so he don't get lost or nothing,Maybe he could even use them to like mark where he been so he don't get lost or nothing,"Maybe he could even use dhem to like, mark where he been, so he don't get lost or nuffin'",,,,SF,,,,,,,,CD118v,"start=""sp1:start"" end=""sp1:start+6.56""/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+2.7' end='sp1:start+3.8'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+4.8' end='sp1:start+5.3'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.1' end='sp1:start+1.9'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.1' end='sp1:start+1.9'",/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+3' end='sp1:start+3.8'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+5.5' end='sp1:start+6'/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.1' end='sp1:start+2'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.1' end='sp1:start+2',,,,,,,,,,
CD119,I think they can help him dig big holes so he can find any worms or food that be underground,I think they can help him dig big holes so he can find any worm or other food that be underground,I think they can help him dig big holes so he can find any worm or other food that be underground,I fink dhey can help him dig big holes so he can fin' any worm or ovher food dhat be undergroun',,,,SF,,,,,,,,CD119v,"start=""sp1:start"" end=""sp1:start+7.9""",,,,,,,,,,,
CD120,"Yeah, I don't think he looks really dangerous.","Yeah, I don't think he look real dangerous","Yeah, I don't think he look real dangerous","Yeah, I don't fink he look real dangerous.",,,,SF,,,,,,,,CD120v,"start=""sp1:start"" end=""sp1:start+2.9""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'/><face type='FACS' au='2' amount='.4' stroke='sp1:start+1.6' end='sp1:start+2.4'",/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.5'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.5'/><face type='FACS' au='2' amount='.4' stroke='sp1:start+1.6' end='sp1:start+2.4',,,,,,,,,,
CD121,"His teeth aren't really sharp, so he probly eats things he doesn't really need to chew a lot",His teeth ain't real sharp so he prolly eat things he don't really need to chew a lot,His teeth ain't real sharp so he prolly eat things he don't really need to chew a lot,"His teef ain't real sharp, so he prolly eat fings he don't really need to chew a lot",,,,SF,,,,,,,,CD121v,"start=""sp1:start"" end=""sp1:start+5.7""/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+4.5' end='sp1:start+5'",/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+4.5' end='sp1:start+5',,,,,,,,,,
CM1,My hypothesis is that the creature eats lots of plants and worms,My hypothesis that the creature eat lots of plant and worm,My hypothesis that the creature eat lots of plant and worm,My hypovhesis dat dhe creature eat lo'ss of plant and worm�,CM1-s.wav,x,CM1-v.wav,x,,copula; verbalS; plural; plural,lots; relativizerThat,,,1,1,CM1s,/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.2' end='sp1:start+2.6'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2.8',"start=""sp1:start"" end=""sp1:start+5.5""/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.2' end='sp1:start+2.6'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2.8'",,,,,,,,,,
CM2,because the creature doesn't look like he has a lot of ways to protect himself,cuz the creature don't look like he have a lot of way to protect his self,cuz the creature don't look like he have a lot of way to protect his self,�cuz dhe creature don't look like he have a lot of way to protec' hisself�,CM2-s.wav,x,CM2-v.wav,x,,don't; have; hisself,TD,,,1,2,CM2_s,/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+2.1'/><face type='FACS' au='45' amount='1' stroke='sp1:start+2.1' end='sp1:start+2.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.4' end='sp1:start+4.3',"start=""sp1:start"" end=""sp1:start+5.1""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='45' amount='1' stroke='sp1:start+1.2' end='sp1:start+2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.2' end='sp1:start+2'",,,,,,,,,,
CM3,and so he probably doesn't hunt a lot of other animals that could hurt him,and so he prolly don't hunt a lot of other animal that could hurt him,and so he prolly don't hunt a lot of other animal that could hurt him,and so he prolly don't hunt a lot of other animal that could hurt him,CM3-s.wav,x,CM3-v.wav,x,,don't; plural,prolly,,,1,3,CM3s,/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+1.4'/><face type='FACS' au='4' amount='0.4' stroke='sp1:start+0' end='sp1:start+1.4'/><face type='FACS' au='45' amount='1' stroke='sp1:start+1.9' end='sp1:start+2.6'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.4' end='sp1:start+2.9',"start=""sp1:start"" end=""sp1:start+5.7""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+0' end='sp1:start+2.7'/><face type='FACS' au='4' amount='0.4' stroke='sp1:start+0' end='sp1:start+2.7'/><face type='FACS' au='45' amount='1' stroke='sp1:start+1.9' end='sp1:start+2.7'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+1.9' end='sp1:start+2.7'",,,,,,,,,,
CM4,also I don't think he eats the bunnies because he doesn't look like his legs are fast enough to run after them,also I don't think he eat the bunny cuz he don't look like his leg fast enough to run after 'em,also I don't think he eat the bunny cuz he don't look like his leg fast enough to run after 'em,� also I don't fhink he eat dhe bunny cuz he don't look like his leg fas enough to run after 'em�,CM4-s.wav,x,CM4-v.wav,x,,verbalS; plural; don't; plural ,em,,,1,4,CM4s,/><face type='FACS' au='45' amount='1' stroke='sp1:start+4.9' end='sp1:start+5.6'/><face type='FACS' au='4' amount='1' stroke='sp1:start+4.9' end='sp1:start+5.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+.8' end='sp1:start+2.9'/><face type='FACS' au='4' amount='.8' stroke='sp1:start+.8' end='sp1:start+2.9',"start=""sp1:start"" end=""sp1:start+7.61""/><face type='FACS' au='45' amount='1' stroke='sp1:start+4.3' end='sp1:start+4.9'/><face type='FACS' au='4' amount='1' stroke='sp1:start+4.3' end='sp1:start+4.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+1.5' end='sp1:start+2.8'/><face type='FACS' au='4' amount='.8' stroke='sp1:start+1.5' end='sp1:start+2.8'",,,,,,,,,,
CM5,so it's probably easier for him to eat food he can just pick up really easily so he doesn't have to fight.,so it's prolly more easier for him to eat food he can just pick up real easy so he ain't gotta fight,so it's prolly more easier for him to eat food he can just pick up real easy so he ain't gotta fight,� so i'ss prolly more easier for him to eat food he kin jus' pick up real easy so he ain't gotta fight.,CM5-s.wav,x,CM5-v.wav,x,,doubleComp; real; adv; ain't; gotta,it's; prolly; kin; just,,,1,5,CM5s,"start=""sp1:start"" end=""sp1:start+7.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.7' end='sp1:start+5.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+7' end='sp1:start+7.6'","start=""sp1:start"" end=""sp1:start+7.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.3' end='sp1:start+6.1'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+7' end='sp1:start+7.6'",,,,,,,,,,
CM6,"Another hypothesis I have is that he um, camoflauges in the dark",Another hypothesis I got is that he um camoflauge in the dark,Another hypothesis I got is that he um camoflauge in the dark,"Another hypovhesis I got is dhat he um, camoflauge in dhe dark�",CM6-s.wav,x,CM6-v.wav,x,,HARD; got; verbalS,,,,1,6,CM6s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='4' amount='0.5' stroke='sp1:start+3.8' end='sp1:start+4.8',"start=""sp1:start"" end=""sp1:start+6.2""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='4' amount='0.5' stroke='sp1:start+2.4' end='sp1:start+4'/><face type='FACS' au='45' amount='0.4' stroke='sp1:start+2.4' end='sp1:start+4'",,,,,,,,,,
CM7,"because his fur is dark, so if no one can see him, then he's safer","because his fur dark, so if ain't no one can see him then he be safer","because his fur dark, so if ain't no one can see him then he be safer","�because his fur dark, so if ain't nobody kin see him, dhen he be safer�",CM7-s.wav,x,CM7-v.wav,x,,copula; ain't; doubleNeg; be [could have doubleComp but too much?],kin,,,1,7,CM7s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+4.1' end='sp1:start+4.7'/><face type='FACS' au='45' amount='0.2' stroke='sp1:start+4.1' end='sp1:start+4.7'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+5' end='sp1:start+5.5'/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+5' end='sp1:start+5.5',"start=""sp1:start"" end=""sp1:start+5.85""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+1' end='sp1:start+2'/><face type='FACS' au='45' amount='0.2' stroke='sp1:start+1' end='sp1:start+2'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+4.8' end='sp1:start+5.5'",,,,,,,,,,
CM8,and also I think he uses that stripe he has in his eye to see in the dark,and also I think he use that stripe he gots in his eye to see in the dark,and also I think he use that stripe he gots in his eye to see in the dark,� and also I fhink he use dhat stripe he gots in his eye to see in the dark�,CM8-s.wav,x,CM8-v.wav,x,,verbalS; gots,,,,1,8,CM8s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='2' amount='0.35' stroke='sp1:start+5.8' end='sp1:start+6.5',"start=""sp1:start"" end=""sp1:start+7.5""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+5'/><face type='FACS' au='2' amount='0.15' stroke='sp1:start+6.7' end='sp1:start+7.3'",,,,,,,,,,
CM9,so that means I think he probably mostly goes out at night so that other creatures can't hurt him and he can hide,so that means I think he prolly mostly go out at night so that other creature can't hurt him and he can hide,so that means I think he prolly mostly go out at night so that other creature can't hurt him and he can hide,� so dhat means I fink he prolly mos'ly go out at night so dat ovher creature can't hurt him and he kin hide�,CM9-s.wav,x,CM9-v.wav,x,,Do I want excessive verbal -s deletion & plural deletion?; verbalS; plural,prolly; kin,,,1,9,CM9s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+6.3' end='sp1:start+6.9'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+7.6' end='sp1:start+8',"start=""sp1:start"" end=""sp1:start+7.9""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+7.3' end='sp1:start+7.9'",,,,,,,,,,
CM10,And my last hypothesis is that he uses some parts of his body to help him get more food,and my last hypothesis is he use some part of his body to help him get more food,and my last hypothesis is he use some part of his body to help him get more food,� And my las' hypovhesis is he use some part of his body to he'p him git more food�,CM10-s.wav,x,CM10-v.wav,x,,verbalS; plural ,git,,,1,10,CM10s,/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+5' end='sp1:start+6',"start=""sp1:start"" end=""sp1:start+6.3""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+5.3' end='sp1:start+6.3'",,,,,,,,,,
CM11,"Um, like using his horns to help him dig for food, like if he ever needs to find more worms",um like using his horn to help him dig for food like if he ever need to find more worm,um like using his horn to help him dig for food like if he ever need to find more worm,"� Um, like usin' his horn to he'p him dig for food, like if he ever need to find more worm�",CM11-s.wav,x,CM11-v.wav,x,,plural; verbalS; plural,,,,1,11,CD11s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+1.5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+1.5',"start=""sp1:start"" end=""sp1:start+7.4""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+1.5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+1.5'",,,,,,,,,,
CM12,"And that's how I think he eats and, um, protects himself.",and that's how I think he eat and um protect his self,and that's how I think he eat and um protect his self,and that's how I think he eat and um protect his self,CM12-s.wav,x,CM12-v.wav,x,,verbalS; verbalS,that's; hisself,,,1,12,CM12s,/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+1'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+1'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+4.1' end='sp1:start+4.7',"start=""sp1:start"" end=""sp1:start+4.95""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+.2' end='sp1:start+1'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+.2' end='sp1:start+1'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+4' end='sp1:start+4.6'",,,,,,,,,,
CMall,monologue,,monologue,,,,,,,,,,,,,CM1s," /><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.2' end='sp1:start+2.6'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2.8'/><animation name=""CM2_s"" start=""sp1:start+6.4""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+6.4' end='sp1:start+8.5'/><face type='FACS' au='45' amount='1' stroke='sp1:start+8.5' end='sp1:start+7.3'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+9.8' end='sp1:start+10.7'/><animation name=""CM3s"" start=""sp1:start+14.6"" end=""sp1:start+19.5""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+14.6' end='sp1:start+16'/><face type='FACS' au='4' amount='0.4' stroke='sp1:start+14.6' end='sp1:start+16'/><face type='FACS' au='45' amount='1' stroke='sp1:start+16.5' end='sp1:start+17.2'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+17' end='sp1:start+17.5'/><animation name=""CM4s"" start=""sp1:start+19.8""/><face type='FACS' au='45' amount='1' stroke='sp1:start+24.7' end='sp1:start+25.4'/><face type='FACS' au='4' amount='1' stroke='sp1:start+24.7' end='sp1:start+25.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+20.6' end='sp1:start+23.7'/><face type='FACS' au='4' amount='.8' stroke='sp1:start+20.6' end='sp1:start+23.7'/><animation name=""CM5s"" start=""sp1:start+29.4""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+34.1' end='sp1:start+35.2'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+36.4' end='sp1:start+37'/><animation name=""CM6s"" start=""sp1:start+38""/><animation name=""CM7s"" start=""sp1:start+45.5""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+49.6' end='sp1:start+50.2'/><face type='FACS' au='45' amount='0.2' stroke='sp1:start+49.6' end='sp1:start+50.2'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+50.5' end='sp1:start+51'/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+45.7' end='sp1:start+48.5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+45.7' end='sp1:start+48.5'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+50.5' end='sp1:start+51'/><animation name=""CM8s"" start=""sp1:start+52""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+52.2' end='sp1:start+55'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+52.2' end='sp1:start+55'/><face type='FACS' au='2' amount='0.35' stroke='sp1:start+57.8' end='sp1:start+58.5'/><animation name=""CM9s"" start=""sp1:start+59.3""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+59.5' end='sp1:start+62.3'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+59.5' end='sp1:start+62.3'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+65.6' end='sp1:start+66.2'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+66.9' end='sp1:start+67.3'/><animation name=""CM10s"" start=""sp1:start+68.4""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+73.4' end='sp1:start+74.4'/><animation name=""CD11s"" start=""sp1:start+76.2""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+76.4' end='sp1:start+77.7'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+76.4' end='sp1:start+77.7'/><animation name=""CM12s"" start=""sp1:start+84.5""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+84.7' end='sp1:start+85.5'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+84.7' end='sp1:start+85.5'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+88.6' end='sp1:start+89.2'","/><face type='FACS' au='4' amount='0.3' stroke='sp1:start+.2' end='sp1:start+2.6'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+1.4' end='sp1:start+2.8'/><animation name=""CM2_s"" start=""sp1:start+5.9"" end=""sp1:start+11""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+5.9' end='sp1:start+7.3'/><face type='FACS' au='45' amount='1' stroke='sp1:start+7' end='sp1:start+8'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+7' end='sp1:start+8'/><animation name=""CM3s"" start=""sp1:start+11"" end=""sp1:start+17""/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+11' end='sp1:start+13.7'/><face type='FACS' au='4' amount='0.4' stroke='sp1:start+11' end='sp1:start+13.7'/><face type='FACS' au='45' amount='1' stroke='sp1:start+13' end='sp1:start+14'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+13' end='sp1:start+14'/><animation name=""CM4s"" start=""sp1:start+17"" end=""sp1:start+25""/><face type='FACS' au='45' amount='1' stroke='sp1:start+21.5' end='sp1:start+22.4'/><face type='FACS' au='4' amount='1' stroke='sp1:start+21.5' end='sp1:start+22.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+17.9' end='sp1:start+19.6'/><face type='FACS' au='4' amount='.8' stroke='sp1:start+17.9' end='sp1:start+19.6'/><animation name=""CM5s"" start=""sp1:start+25.5"" end=""sp1:start+34""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+31' end='sp1:start+32'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+32.7' end='sp1:start+33.2'/><animation name=""CM6s"" start=""sp1:start+34.4"" end=""sp1:start+41""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+34.6' end='sp1:start+37'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+34.6' end='sp1:start+37'/><face type='FACS' au='4' amount='0.5' stroke='sp1:start+37.3' end='sp1:start+39.6'/><face type='FACS' au='45' amount='0.4' stroke='sp1:start+37.3' end='sp1:start+39.6'/><animation name=""CM7s"" start=""sp1:start+41"" end=""sp1:start+47""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+42' end='sp1:start+43'/><face type='FACS' au='45' amount='0.2' stroke='sp1:start+42' end='sp1:start+43'/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+46' end='sp1:start+47'/><animation name=""CM8s"" start=""sp1:start+47.9"" end=""sp1:start+55.9""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+48.1' end='sp1:start+53'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+48.1' end='sp1:start+53'/><face type='FACS' au='2' amount='0.15' stroke='sp1:start+54.6' end='sp1:start+56'/><animation name=""CM9s"" start=""sp1:start+56"" end=""sp1:start+65""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+56.2' end='sp1:start+59'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+56.2' end='sp1:start+59'/><face type='FACS' au='2' amount='0.2' stroke='sp1:start+63.4' end='sp1:start+65'/><animation name=""CM10s"" start=""sp1:start+64.9"" end=""sp1:start+71.2""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start+70.1' end='sp1:start+71.1'/><animation name=""CD11s"" start=""sp1:start+71.4"" end=""sp1:start+78.9""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+71.6' end='sp1:start+72.9'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+71.6' end='sp1:start+72.9'/><animation name=""CM12s"" start=""sp1:start+79.2"" end=""sp1:start+84""/><face type='FACS' au='4' amount='0.35' stroke='sp1:start+79.4' end='sp1:start+80.2'/><face type='FACS' au='45' amount='0.3' stroke='sp1:start+79.4' end='sp1:start+80.2'/><face type='FACS' au='2' amount='0.3' stroke='sp1:start+83.0' end='sp1:start+84'",,,,,,,,,,
RP21,What kind of food do you think the creature eats and why?,,What kinda food you think the creature eat and why?,,,,,,,,,,,,,RP21v,"start=""sp1:start"" end=""sp1:start+5.79""/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2.7' end='sp1:start+3.8'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+2.7' end='sp1:start+4.3'",/><face type='FACS' au='45' amount='.3' stroke='sp1:start+3.1' end='sp1:start+3.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+3.1' end='sp1:start+4.32',,,,,1,,,,,
RP22,How do you think the creature can um use his antlers to get food?,,How you think the creature can use um his antlers to help him get food?,,,,,,,,,,,,,RP22v,"start=""sp1:start"" end=""sp1:start+6.35""/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+3.5'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+3.5'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+5.4' end='sp1:start+5.8'",/><face type='FACS' au='45' amount='.25' stroke='sp1:start+0' end='sp1:start+2.9'/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+2.9'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+4.6' end='sp1:start+5.2',,,,,1,,,,,
